candidate_id	registry_id	page_id	raw_term_short	evidence_locator	candidate_type	normalized_key	relation_to_existing_octoport_evidence	status	m6_validation_required	reason
M4B1C00013	REG007	M4B1P0008	подключение ИИ и сервисов к маркетплейсу	https://ascn.ai/ru/blog-no-code/ii-agenty-dlya-marketpleysov ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00014	REG007	M4B1P0008	ценообразование и репрайсинг	https://ascn.ai/ru/blog-no-code/ii-agenty-dlya-marketpleysov ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	pricing_repricing	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00015	REG008	M4B1P0009	подключение ИИ и сервисов к маркетплейсу	https://asibiont.com/blog/ozon-integration-with-ai-agent-automate-your-seller-operations-without-a-single-line-of-code ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00016	REG008	M4B1P0009	финансовые отчёты и прибыль селлера	https://asibiont.com/blog/ozon-integration-with-ai-agent-automate-your-seller-operations-without-a-single-line-of-code ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00017	REG009	M4B1P0010	подключение ИИ и сервисов к маркетплейсу	https://berkuz.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00018	REG009	M4B1P0010	аналитика и автоматизация рекламы	https://berkuz.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00019	REG011	M4B1P0011	ИИ-помощник продавца	https://ilai.io/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00020	REG012	M4B1P0012	финансовые отчёты и прибыль селлера	https://infosell.tech/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00021	REG012	M4B1P0012	работа с карточкой и контентом товара	https://infosell.tech/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00022	REG013	M4B1P0013	ценообразование и репрайсинг	https://www.insales.ru/blogs/university/kak-prodavat-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	pricing_repricing	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00023	REG013	M4B1P0013	помощь по кабинету и процедурам продавца	https://www.insales.ru/blogs/university/kak-prodavat-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00024	REG013	M4B1P0014	работа с карточкой и контентом товара	https://www.insales.ru/blogs/university/zapolneniya-kartochek-tovara-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00025	REG013	M4B1P0014	работа с отзывами и вопросами	https://www.insales.ru/blogs/university/zapolneniya-kartochek-tovara-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reviews_support	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00026	REG014	M4B1P0015	ИИ-помощник продавца	https://itgalaxy.company/ai-agent-wildberries-ozon/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00027	REG015	M4B1P0016	аналитика и автоматизация рекламы	https://jafo.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00028	REG015	M4B1P0016	работа с отзывами и вопросами	https://jafo.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reviews_support	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00029	REG015	M4B1P0017	подключение ИИ и сервисов к маркетплейсу	https://jafo.ru/blog/ii-agent-dlya-ozon ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00030	REG015	M4B1P0017	финансовые отчёты и прибыль селлера	https://jafo.ru/blog/ii-agent-dlya-ozon ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00031	REG015	M4B1P0018	подключение ИИ и сервисов к маркетплейсу	https://jafo.ru/blog/ii-agent-dlya-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00032	REG015	M4B1P0018	аналитика и автоматизация рекламы	https://jafo.ru/blog/ii-agent-dlya-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00033	REG015	M4B1P0019	подключение ИИ и сервисов к маркетплейсу	https://jafo.ru/blog/podklyuchit-claude-chatgpt-k-wildberries-ozon ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00034	REG015	M4B1P0019	помощь по кабинету и процедурам продавца	https://jafo.ru/blog/podklyuchit-claude-chatgpt-k-wildberries-ozon ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00035	REG016	M4B1P0020	ИИ-помощник продавца	https://jvo.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00036	REG016	M4B1P0021	аналитика показателей продавца	https://jvo.ru/agent ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00037	REG018	M4B1P0022	работа с карточкой и контентом товара	https://www.kt-team.ru/product-pages/ai-agents-marketplaces ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00038	REG018	M4B1P0022	остатки, поставки и прогноз запасов	https://www.kt-team.ru/product-pages/ai-agents-marketplaces ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00039	REG019	M4B1P0023	аналитика и автоматизация рекламы	https://legasoft.ru/about/blog/marketpleysy/avtomatizatsiya-planirovaniya-postavok-s-pomoshchyu-iskusstvennogo-intellekta/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00040	REG019	M4B1P0023	остатки, поставки и прогноз запасов	https://legasoft.ru/about/blog/marketpleysy/avtomatizatsiya-planirovaniya-postavok-s-pomoshchyu-iskusstvennogo-intellekta/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00041	REG019	M4B1P0024	поисковая и нишевая аналитика	https://legasoft.ru/about/blog/marketpleysy/kak-vybrat-nishu-v-wildberries-i-ne-oshibitsya-sovety-dlya-uspeshnogo-starta/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00042	REG020	M4B1P0025	финансовые отчёты и прибыль селлера	https://limescope.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00043	REG020	M4B1P0025	остатки, поставки и прогноз запасов	https://limescope.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00044	REG021	M4B1P0026	ИИ-помощник продавца	https://marketaut.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00045	REG022	M4B1P0027	поисковая и нишевая аналитика	https://marpla.ru/blog/kak-iskat-klyuchevyye-slova-dlya-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00046	REG022	M4B1P0027	работа с карточкой и контентом товара	https://marpla.ru/blog/kak-iskat-klyuchevyye-slova-dlya-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00047	REG022	M4B1P0028	поисковая и нишевая аналитика	https://marpla.ru/blog/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00048	REG022	M4B1P0028	работа с карточкой и контентом товара	https://marpla.ru/blog/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00049	REG022	M4B1P0029	поисковая и нишевая аналитика	https://marpla.ru/blog/trebovaniya-k-kartochkam-tovara-wildberries-pravila-zapolneniya/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00050	REG022	M4B1P0029	работа с карточкой и контентом товара	https://marpla.ru/blog/trebovaniya-k-kartochkam-tovara-wildberries-pravila-zapolneniya/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00051	REG023	M4B1P0030	аналитика показателей продавца	https://mayak.bz/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00052	REG024	M4B1P0031	аналитика показателей продавца	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00053	REG024	M4B1P0032	поисковая и нишевая аналитика	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00054	REG024	M4B1P0032	остатки, поставки и прогноз запасов	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00055	REG024	M4B1P0033	работа с карточкой и контентом товара	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00056	REG024	M4B1P0033	остатки, поставки и прогноз запасов	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00057	REG025	M4B1P0034	аналитика и автоматизация рекламы	https://mpboost.pro/analytics/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00058	REG025	M4B1P0034	аналитика показателей продавца	https://mpboost.pro/analytics/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00059	REG026	M4B1P0035	аналитика показателей продавца	https://mpfact.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00060	REG027	M4B1P0036	подключение ИИ и сервисов к маркетплейсу	https://mpmgr.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00061	REG027	M4B1P0036	аналитика и автоматизация рекламы	https://mpmgr.ru/ ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00062	REG027	M4B1P0037	поисковая и нишевая аналитика	https://mpmgr.ru/blog/cards-seo/chastotnost-zaprosov-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00063	REG027	M4B1P0037	финансовые отчёты и прибыль селлера	https://mpmgr.ru/blog/cards-seo/chastotnost-zaprosov-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00064	REG027	M4B1P0038	поисковая и нишевая аналитика	https://mpmgr.ru/blog/cards-seo/klyuchevye-slova-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00065	REG027	M4B1P0038	работа с карточкой и контентом товара	https://mpmgr.ru/blog/cards-seo/klyuchevye-slova-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00066	REG027	M4B1P0039	поисковая и нишевая аналитика	https://mpmgr.ru/blog/external-analytics/analiz-nishi-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00067	REG027	M4B1P0039	финансовые отчёты и прибыль селлера	https://mpmgr.ru/blog/external-analytics/analiz-nishi-wildberries ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00068	REG027	M4B1P0040	подключение ИИ и сервисов к маркетплейсу	https://mpmgr.ru/blog/trends/mcp-ii-agenty-dlya-sellerov ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00069	REG027	M4B1P0040	финансовые отчёты и прибыль селлера	https://mpmgr.ru/blog/trends/mcp-ii-agenty-dlya-sellerov ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00070	REG028	M4B1P0041	аналитика показателей продавца	https://mpstats.io/chrome-plugin ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00071	REG028	M4B1P0042	аналитика и автоматизация рекламы	https://mpstats.io/instruments/ads-analytics ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00072	REG028	M4B1P0042	работа с карточкой и контентом товара	https://mpstats.io/instruments/ads-analytics ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00073	REG028	M4B1P0043	остатки, поставки и прогноз запасов	https://mpstats.io/instruments/wildberries/analytics ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	inventory_supply	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00074	REG028	M4B1P0043	аналитика показателей продавца	https://mpstats.io/instruments/wildberries/analytics ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00075	REG028	M4B1P0044	работа с карточкой и контентом товара	https://mpstats.io/media/marketing/chatgpt-marketplejsy ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00076	REG028	M4B1P0044	работа с отзывами и вопросами	https://mpstats.io/media/marketing/chatgpt-marketplejsy ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	reviews_support	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00077	REG028	M4B1P0045	работа с карточкой и контентом товара	https://mpstats.io/media/marketing/fotografii-dlya-kartochki-tovara-chatgpt ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00078	REG028	M4B1P0045	ценообразование и репрайсинг	https://mpstats.io/media/marketing/fotografii-dlya-kartochki-tovara-chatgpt ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	pricing_repricing	Competitor write/automation boundary outside Octoport current launch	OUT_OF_SCOPE	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00079	REG028	M4B1P0046	поисковая и нишевая аналитика	https://mpstats.io/media/wildberries/cards/klyuchevyye-slova ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00080	REG028	M4B1P0046	работа с карточкой и контентом товара	https://mpstats.io/media/wildberries/cards/klyuchevyye-slova ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	product_card_or_content	Adjacent competitor vocabulary; not demand authority	POSSIBLE_VARIANT	true	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
M4B1C00081	REG028	M4B1P0047	поисковая и нишевая аналитика	https://mpstats.io/media/wildberries/sellers/chto-prodavat-novichku ; public capture 2026-09-18 ; title/headings/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence	ALREADY_PRESENT	false	Observed as competitor page topic/claim; candidate evidence only, never promoted to demand
